"address","city","country_code","domain","fid","kgmid","latitude","longitude","neighborhood","phone","phone_unformatted","place_id","popular_times_weekly/0/close","popular_times_weekly/0/day","popular_times_weekly/0/open","popular_times_weekly/1/close","popular_times_weekly/1/day","popular_times_weekly/1/open","popular_times_weekly/2/close","popular_times_weekly/2/day","popular_times_weekly/2/open","popular_times_weekly/3/close","popular_times_weekly/3/day","popular_times_weekly/3/open","popular_times_weekly/4/close","popular_times_weekly/4/day","popular_times_weekly/4/open","popular_times_weekly/5/close","popular_times_weekly/5/day","popular_times_weekly/5/open","popular_times_weekly/6/close","popular_times_weekly/6/day","popular_times_weekly/6/open","popular_times_weekly/7/close","popular_times_weekly/7/day","popular_times_weekly/7/open","postal_code","reviews_count","state","street","title","total_score","website"
"Bakırköy Protez Tırnak Merkezi (şube 1), İşçen Apartman, Zeytinlik, İstanbul Cd. No:32, 34140 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabd07d9d6c0bd:0x11d2b9e7137d30cb","/g/11nsb7x3b3",,,"İşçen Apartman, İstanbul Cd. No:32","+905454883597","0545 488 35 97","ChIJvcDW2Qe9yhQRyzB9E-e50hE","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am","5pm","Sunday","11am","8pm","Saturday","10am","34140","66","İstanbul","İşçen Apartman, İstanbul Cd. No:32","Bakırköy Protez Tırnak Merkezi (şube 1)",,
"Susi Güzellik Salonu, Bahçelievler, Mehtap Sk. Eserkent Sitesi no20 B 5/3, 34180 Bahçelievler/İstanbul, Türkiye","Bahçelievler","TR",,"0x795e3aef59181a7:0x2969c367752209e5","/g/11x32p24y3",,,"Mehtap Sk. Eserkent Sitesi no20 B 5/3","+905419025801","0541 902 58 01","ChIJp4GR9a7jlQcR5QkidWfDaSk","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34180","11","İstanbul","Mehtap Sk. Eserkent Sitesi no20 B 5/3","Susi Güzellik Salonu",,
"Catmosfer Güzellik Stüdyosu / Kadıköy Lazer Epilasyon / Kadıköy Hydrafacial Cilt Bakımı / Kadıköy Buz Lazer, Osmanağa, Süleymanpaşa Sk. Köprülü apt B Blok no:54 daire 24, 34714 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab86129488201:0x2727692c5c6e4189","/g/11gfdvky0n","40.9883134","29.031415","Süleymanpaşa Sk. Köprülü apt B Blok no:54 daire 24","+905320594088","0532 059 40 88","ChIJAYJIKWG4yhQRiUFuXCxpJyc","5pm","Saturday","9am","5pm","Saturday","9am",,,,,,,,,,,,,,,,,,,"34714",,"İstanbul","Süleymanpaşa Sk. Köprülü apt B Blok no:54 daire 24","Catmosfer Güzellik Stüdyosu / Kadıköy Lazer Epilasyon / Kadıköy Hydrafacial Cilt Bakımı / Kadıköy Buz Lazer",,
"Bir Nefes Istanbul Estetik & Guzellik, Osmanağa, Serasker Cad. Arın Apt. No:61, D:3 Bahariye, 34000 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab8663d5f1eff:0x91cc7ea704de8a87","/g/119x54195","40.98948","29.028","Osmanağa, Serasker Cad. Arın Apt. No:61, D:3 Bahariye","+905412780112","0541 278 01 12","ChIJ_x5fPWa4yhQRh4reBKd-zJE","9pm","Saturday","10am","9pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34000",,"İstanbul","Osmanağa, Serasker Cad. Arın Apt. No:61, D:3 Bahariye","Bir Nefes Istanbul Estetik & Guzellik",,
"Moda Güzellik Dünyası, Caferağa, Mühürdar Cd. No:107, 34710 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab85e3e172fe1:0xc2536f6f5f78169b","/g/1tjvtk5d","40.9858455","29.0216148","Mühürdar Cd. No:107","+905306679161","0530 667 91 61","ChIJ4S8XPl64yhQRmxZ4X29vU8I","8pm","Saturday","10am","8pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34710",,"İstanbul","Mühürdar Cd. No:107","Moda Güzellik Dünyası",,
"Tülay Çayan Bay & Bayan Kuaför & Güzellik Salonu, Haseki Sultan, Turgut Özal Millet Cd. No:59/15, 34096 Beyoğlu/İstanbul, Türkiye","Beyoğlu","TR",,"0x14cabbaff8dcba8d:0xaa43eebe7762cd13","/g/11kj3m86c5","41.011716","28.9395146","Turgut Özal Millet Cd. No:59/15","+905342392930","0534 239 29 30","ChIJjbrc-K-7yhQRE81id77uQ6o","11pm","Saturday","8am","11pm","Friday","8am","11pm","Thursday","8am","11pm","Wednesday","8am","11pm","Tuesday","8am","11pm","Monday","8am","11pm","Sunday","8am","11pm","Saturday","8am","34096","956","İstanbul","Turgut Özal Millet Cd. No:59/15","Tülay Çayan Bay & Bayan Kuaför & Güzellik Salonu","5",
"Mira Güzellik Merkezi Fatih, Akşemsettin, Fevzipaşa Cd. No:97 Kat:3, 34600 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14cabb4f808c898f:0x8a2f7c6347590c3e","/g/11sq51fkdt","41.020506","28.946413","Fevzipaşa Cd. No:97 Kat:3","+905320631222","0532 063 12 22","ChIJj4mMgE-7yhQRPgxZR2N8L4o","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34600","247","İstanbul","Fevzipaşa Cd. No:97 Kat:3","Mira Güzellik Merkezi Fatih","4.4",
"Sevim Alan Zeytinburnu, Loca mahal dükkanları, Sümer, Prof. Dr. Turan Güneş Cd. 136D No: 112, 34200 Zeytinburnu/İstanbul, Türkiye","Zeytinburnu","TR",,"0x14cabb7ed00231f1:0x8034c892e15be9b3","/g/11tn6r05ln","40.9907805","28.8942885","Loca mahal dükkanları, Prof. Dr. Turan Güneş Cd. 136D No: 112","+905528338744","0552 833 87 44","ChIJ8TEC0H67yhQRs-lb4ZLINIA","7:30pm","Saturday","9am","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am","7:30pm","Monday","9am",,"Sunday",,"7:30pm","Saturday","9am","34200","75","İstanbul","Loca mahal dükkanları, Prof. Dr. Turan Güneş Cd. 136D No: 112","Sevim Alan Zeytinburnu","4.4",
"Pelikan güzellik merkezi, Akşemsettin, Halıcılar Cd. No:83, 34080 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14cabb1a1dba720b:0x6223302517d39158","/g/11h3c9l67w","41.0162","28.9449245","Halıcılar Cd. No:83","+905324886467","0532 488 64 67","ChIJC3K6HRq7yhQRWJHTFyUwI2I","8pm","Saturday","9am","8pm","Friday","9:30am","8pm","Thursday","9:30am","8pm","Wednesday","9:30am","8pm","Tuesday","9:30am","8pm","Monday","9:30am",,"Sunday",,"8pm","Saturday","9am","34080","12","İstanbul","Halıcılar Cd. No:83","Pelikan güzellik merkezi","4.7",
"Bubble Beauty Center & Kuaför & Güzellik Merkezi, Dumlupınar Mah. Mandıra Cad, Fikirtepe, Çeşme Sk. No:24 Konutları 7 Nolu Dükkan, 34920 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac714c565b04f:0x903933842ef30bb","/g/11sbxr9smq","40.9922316","29.0609804","Dumlupınar Mah. Mandıra Cad, Çeşme Sk. No:24 Konutları 7 Nolu Dükkan","+905075360140","0507 536 01 40","ChIJT7BlxRTHyhQRuzDvQjiTAwk","8pm","Saturday","8:30am","8pm","Friday","8:30am","8pm","Thursday","8:30am","8pm","Wednesday","8:30am","8pm","Tuesday","8:30am","8pm","Monday","8:30am",,"Sunday",,"8pm","Saturday","8:30am","34920","80","İstanbul","Dumlupınar Mah. Mandıra Cad, Çeşme Sk. No:24 Konutları 7 Nolu Dükkan","Bubble Beauty Center & Kuaför & Güzellik Merkezi","4.7",
"Lounge Glory Bay Bayan Güzellik Salonu, Molla Gürani, Turgut Özal Millet Cd. 90E, 34093 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14caba30590297ff:0x5bbb0d4ec0ed871a","/g/11csqwghg0","41.013008","28.938493","Turgut Özal Millet Cd. 90E","+902125342333","(0212) 534 23 33","ChIJ_5cCWTC6yhQRGoftwE4Nu1s","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am","8pm","Sunday","10am","8pm","Saturday","10am","34093","138","İstanbul","Turgut Özal Millet Cd. 90E","Lounge Glory Bay Bayan Güzellik Salonu","4.6",
"İnci Güzellik Salonu, Salacak, Dr. Sıtkı Özferendeci Sok. 67 C, 34403 Üsküdar/İstanbul, Türkiye","Üsküdar","TR",,"0x14cab9dbd6354cf1:0xf5f8e3a3fcbfbfa0","/g/11y7ws_vxf","41.0134879","29.0159373","Dr. Sıtkı Özferendeci Sok. 67 C","+905442525215","0544 252 52 15","ChIJ8Uw11tu5yhQRoL-__KPj-PU","8:30pm","Saturday","10am","8:30pm","Friday","10am","8:30pm","Thursday","10am","8:30pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am","7pm","Sunday","10am","8:30pm","Saturday","10am","34403","56","İstanbul","Dr. Sıtkı Özferendeci Sok. 67 C","İnci Güzellik Salonu","4.9",
"Diri Institut, Caferağa, Dr. Esat Işık Cd. No:43 / A, 34710 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab863d9ba0bc3:0x9458342540b980e1","/g/11dyzkjhwd","40.9838378","29.028101","Dr. Esat Işık Cd. No:43 / A","+902163497182","(0216) 349 71 82","ChIJwwu62WO4yhQR4YC5QCU0WJQ","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","9am","34710","23","İstanbul","Dr. Esat Işık Cd. No:43 / A","Diri Institut","4.6",
"Esteati Güzellik Salonu, Ahmediye Mah Dr Fahri Atabey Cad Konak İş Hanı No 30 Kat 3, 34674 Üsküdar/İstanbul, Türkiye","Üsküdar","TR",,"0x14cab78bd30e749f:0x99a4227b84e7f83c","/g/11c5t1t9pw","41.0208988","29.0171745","Ahmediye Mah Dr Fahri Atabey Cad Konak İş Hanı No 30 Kat 3","+902163235353","(0216) 323 53 53","ChIJn3QO04u3yhQRPPjnhHsipJk","7:30pm","Saturday","9am","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am","7:30pm","Monday","9am",,"Sunday",,"7:30pm","Saturday","9am","34674","58","İstanbul","Ahmediye Mah Dr Fahri Atabey Cad Konak İş Hanı No 30 Kat 3","Esteati Güzellik Salonu","5",
"Ecemed Fatih Güzellik Merkezi, Şehremini, Kızılelma Cd. No: 2/a, 34104 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14caba31ac575cc1:0x3c089a077fc841f4","/g/11h4y5_rkz","41.0120677","28.9387168","Kızılelma Cd. No: 2/a","+905444477765","0544 447 77 65","ChIJwVxXrDG6yhQR9EHIfweaCDw","7:30pm","Saturday","9:30am","7:30pm","Friday","9:30am","7:30pm","Thursday","9:30am","7:30pm","Wednesday","9:30am","7:30pm","Tuesday","9:30am","7:30pm","Monday","9:30am",,"Sunday",,"7:30pm","Saturday","9:30am","34104","34","İstanbul","Kızılelma Cd. No: 2/a","Ecemed Fatih Güzellik Merkezi","4.4",
"UMUT İMRAN GÜZELLİK MERKEZİ, Yedikule, Gençağa Sk. No 37, 34107 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14cabbdbc7390f11:0x30db26fe558e892d","/g/11j8hhr_ws","40.9945345","28.9277298","Gençağa Sk. No 37","+905300206922","0530 020 69 22","ChIJEQ85x9u7yhQRLYmOVf4m2zA","9pm","Saturday","10am","9pm","Friday","10am","9pm","Thursday","10am","9pm","Wednesday","10am","9pm","Tuesday","10am","9pm","Monday","10am","9pm","Sunday","10am","9pm","Saturday","10am","34107","10","İstanbul","Gençağa Sk. No 37","UMUT İMRAN GÜZELLİK MERKEZİ","4.9",
"Stil Kuaför ve Güzellik Salonu, İskenderpaşa, Çıngıraklı Bostan Sk. no: 36/2, 34080 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14cabb80fbc40615:0x3778122d04cda7bd","/g/11rgzmch_8","41.0116167","28.9521312","Çıngıraklı Bostan Sk. no: 36/2","+905327892445","0532 789 24 45","ChIJFQbE-4C7yhQRvafNBC0SeDc","8pm","Saturday","8am","8pm","Friday","8am","8pm","Thursday","8am","8pm","Wednesday","8am","8pm","Tuesday","8am","8pm","Monday","8am","8pm","Sunday","8am","8pm","Saturday","8am","34080","37","İstanbul","Çıngıraklı Bostan Sk. no: 36/2","Stil Kuaför ve Güzellik Salonu","4.5",
"Naz guzellik salonu & Kitap cafe, Acibadem mah. Umut sok. Sekman apt, D:3A, 34736 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab9a2d8c4e6eb:0x817787c83d2c0fa8","/g/11h5_y0nzk","40.9996568","29.0361672","Acibadem mah. Umut sok. Sekman apt, D:3A","+905324176513","0532 417 65 13","ChIJ6-bE2KK5yhQRqA8sPciHd4E","10pm","Saturday","9am","10pm","Friday","9am","10pm","Thursday","9am","10pm","Wednesday","9am","10pm","Tuesday","9am","10pm","Monday","9am","10pm","Sunday","9am","10pm","Saturday","9am","34736","12","İstanbul","Acibadem mah. Umut sok. Sekman apt, D:3A","Naz guzellik salonu & Kitap cafe","4.7",
"Güzellik Merkezi, Kazlıçeşme, Zübeyde Hanım Cd. no:3, 34015 Zeytinburnu/İstanbul, Türkiye","Zeytinburnu","TR",,"0x14caa3b6fbf6529b:0x780d13793c1ef1f9","/g/11y46y1ssy","40.9857034","28.9047135","Zübeyde Hanım Cd. no:3",,,"ChIJm1L2-7ajyhQR-fEePHkTDXg","10pm","Saturday","8am","10pm","Friday","8am","10pm","Thursday","8am","10pm","Wednesday","8am","10pm","Tuesday","8am","10pm","Monday","8am",,"Sunday",,"10pm","Saturday","8am","34015","21","İstanbul","Zübeyde Hanım Cd. no:3","Güzellik Merkezi","3.4",
"Roses Güzellik Salonu, Hasanpaşa, Fahrettin Kerim Gökay Cd No:5/4, 34722 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab9362319ddaf:0x4519ec43d7b9018d","/g/11fl_m24w8","40.9940147","29.0380611","Fahrettin Kerim Gökay Cd No:5/4","+905541660999","0554 166 09 99","ChIJr90ZIza5yhQRjQG510PsGUU","7:30pm","Saturday","9am","7:30pm","Friday","9am","7:30pm","Thursday","9am","7:30pm","Wednesday","9am","7:30pm","Tuesday","9am","7:30pm","Monday","9am",,"Sunday",,"7:30pm","Saturday","9am","34722","8","İstanbul","Fahrettin Kerim Gökay Cd No:5/4","Roses Güzellik Salonu","5",
"womanly beauty salon hairdressers, Osmaniye, Fabrikalar Cd. No:23, 34000 Bakırköy/İstanbul, Türkiye","Bakırköy","TR",,"0x14cabb5d19f54a61:0xd605184a4161266d","/g/1tdv2xbz","40.9919679","28.8807283","Fabrikalar Cd. No:23","+902125712624","(0212) 571 26 24","ChIJYUr1GV27yhQRbSZhQUoYBdY","9:30pm","Saturday","7:30am","9:30pm","Friday","7:30am","9:30pm","Thursday","7:30am","9:30pm","Wednesday","7:30am","9:30pm","Tuesday","7:30am","9:30pm","Monday","7:30am","9:30pm","Sunday","7:30am","9:30pm","Saturday","7:30am","34000","54","İstanbul","Fabrikalar Cd. No:23","womanly beauty salon hairdressers","4",
"Elmira Güzellik Salonu, Rasimpaşa, Tayyareci Sami Sk. No:11 D:2 No:11 D:2, 34714 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab9b5e1877fb7:0x9e4239b3f7dd4d21","/g/11tdchz97s","40.993341","29.0255413","Tayyareci Sami Sk. No:11 D:2 No:11 D:2","+905342020585","0534 202 05 85","ChIJt3-H4bW5yhQRIU3d97M5Qp4","11pm","Saturday","11am","11pm","Friday","11am","11pm","Thursday","11am","11pm","Wednesday","11am","11pm","Tuesday","11am","11pm","Monday","11am",,"Sunday",,"11pm","Saturday","11am","34714","3","İstanbul","Tayyareci Sami Sk. No:11 D:2 No:11 D:2","Elmira Güzellik Salonu","5",
"Sahra Güzellik Salonu, Mahallesi, Ali Kuşçu, Fatih Cd. 61/A, 34087 Fatih/İstanbul, Türkiye","Fatih","TR",,"0x14caba18c9daacb7:0xb45152950bb35c6d","/g/11dx8j6kp1","41.0227588","28.9464322","Mahallesi, Fatih Cd. 61/A","+905552900652","0555 290 06 52","ChIJt6zayRi6yhQRbVyzC5VSUbQ","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","10am","34087","20","İstanbul","Mahallesi, Fatih Cd. 61/A","Sahra Güzellik Salonu","4.7",
"Gamze Babur Kadıköy Güzellik ve Estetik Merkezi, Sadıkoğlu İş Merkezi, Eğitim, Ahsen Çk Sk No:14, 34722 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac73b4d6df8a3:0xd66595ad1ef7515d","/g/11h8bbkqz5","40.9935071","29.0414238","Sadıkoğlu İş Merkezi, Ahsen Çk Sk No:14","+905395558584","0539 555 85 84","ChIJo_htTTvHyhQRXVH3Hq2VZdY","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34722","6","İstanbul","Sadıkoğlu İş Merkezi, Ahsen Çk Sk No:14","Gamze Babur Kadıköy Güzellik ve Estetik Merkezi","5",
"Bohem Beauty Cadde, Caddebostan, Bağdat Cad. No:312, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac774dc6eec49:0x4d18f43309599e94","/g/11df0pc6yf","40.9667423","29.0680213","Bağdat Cad. No:312","+902163564020","(0216) 356 40 20","ChIJSexu3HTHyhQRlJ5ZCTP0GE0","7:30pm","Saturday","9:30am","7:30pm","Saturday","9:30am",,,,,,,,,,,,,,,,,,,"34728",,"İstanbul","Bağdat Cad. No:312","Bohem Beauty Cadde",,
"Güzellik Atölyem Cansu Yılmazer, caddebostan mahallesi bağdat caddesi no 327 erguvan apt, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac70b0d31f667:0x54fa569e690f4c77","/g/11gcm09d90","40.9654715","29.0720196","caddebostan mahallesi bağdat caddesi no 327 erguvan apt","+905336463035","0533 646 30 35","ChIJZ_YxDQvHyhQRd0wPaZ5W-lQ","6pm","Saturday","11am","6pm","Saturday","11am",,,,,,,,,,,,,,,,,,,"34728",,"İstanbul","caddebostan mahallesi bağdat caddesi no 327 erguvan apt","Güzellik Atölyem Cansu Yılmazer",,
"AYŞE ERKAYA Beauty Center, Caddebostan, Bağdat Cad. No:249, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7763eb30195:0xca3f03b6d846b4db","/g/11dzdjzldx","40.9706538","29.0617663","Bağdat Cad. No:249","+902164112520","(0216) 411 25 20","ChIJlQGzPnbHyhQR27RG2LYDP8o","7:30pm","Saturday","9:30am","7:30pm","Saturday","9:30am",,,,,,,,,,,,,,,,,,,"34728",,"İstanbul","Bağdat Cad. No:249","AYŞE ERKAYA Beauty Center",,
"Opal Klinik - Medikal Estetik Kliniği, Fenerbahçe, Cavit Çıtak Sk. No: 10, 34734 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab963e4310021:0xf1310ebb7b2ada65","/g/11nwc8mhd8","40.9759272","29.0419737","Cavit Çıtak Sk. No: 10","+905421444247","0542 144 42 47","ChIJIQAx5GO5yhQRZdoqe7sOMfE","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am",,"Sunday",,"7pm","Saturday","10am","34734","128","İstanbul","Cavit Çıtak Sk. No: 10","Opal Klinik - Medikal Estetik Kliniği","4.8",
"Ünest Güzellik, Caddebostan, Prof. Mustafa Reşit Belgesay Sk. No: 52, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7516b728a19:0x7e003e1598f2f9e4","/g/11vxy6k9zq","40.9707657","29.0652267","Prof. Mustafa Reşit Belgesay Sk. No: 52","+905305499980","0530 549 99 80","ChIJGYpya1HHyhQR5PnymBU-AH4","9pm","Saturday","10am","9pm","Saturday","10am",,,,,,,,,,,,,,,,,,,"34728",,"İstanbul","Prof. Mustafa Reşit Belgesay Sk. No: 52","Ünest Güzellik",,
"AB Güzellik, Kazasker Şemsettin Günaltay Cad. 19 Mayıs Mah. Şahin Sok. No:1 Doğan Apt Kat: 1 Daire: 1, 34736 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7964f9f8f3d:0x6bcb273bdfb2ce76","/g/11c5s9rb00","40.9717683","29.0837758","Kazasker Şemsettin Günaltay Cad. 19 Mayıs Mah. Şahin Sok. No:1 Doğan Apt Kat: 1 Daire: 1","+905303075926","0530 307 59 26","ChIJPY-fT5bHyhQRds6y3zsny2s","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am","7pm","Sunday","9am","7pm","Saturday","9am","34736","64","İstanbul","Kazasker Şemsettin Günaltay Cad. 19 Mayıs Mah. Şahin Sok. No:1 Doğan Apt Kat: 1 Daire: 1","AB Güzellik","4.8",
"Beautyplus Güzellik, Moğulkoç İş merkezi, Sahrayı Cedit, Güzide Sok. No: 9/6, 34734 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7cbc7e42243:0x3dec9eb7619b500c","/g/11cs3970c4","40.9848861","29.0894432","Moğulkoç İş merkezi, Güzide Sok. No: 9/6","+905321727054","0532 172 70 54","ChIJQyLkx8vHyhQRDFCbYbee7D0","7pm","Saturday","10am","7pm","Friday","10am","7pm","Thursday","10am","7pm","Wednesday","10am","7pm","Tuesday","10am","7pm","Monday","10am","7pm","Sunday","10am","7pm","Saturday","10am","34734","222","İstanbul","Moğulkoç İş merkezi, Güzide Sok. No: 9/6","Beautyplus Güzellik","4.6",
"Gözde Gündüz FitSlim & Aesthetic, Caddebostan, Ethemefendi Cad. Kısmet Apt No:5 K:2 D:4, 34740 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7f4aeb467cf:0x8c6204661f713d42","/g/11k0n5xrc1","40.9667417","29.0700984","Ethemefendi Cad. Kısmet Apt No:5 K:2 D:4","+905339452212","0533 945 22 12","ChIJz2e0rvTHyhQRQj1xH2YEYow",,"Saturday","Eid al-Adha hours","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","9am","8pm","Tuesday","9am","8pm","Monday","9am",,"Sunday",,,"Saturday","Eid al-Adha hours","34740","72","İstanbul","Ethemefendi Cad. Kısmet Apt No:5 K:2 D:4","Gözde Gündüz FitSlim & Aesthetic","4.8",
"B & B Kuaför Güzellik Salonu, Erenköy Erenköy İstasyon Caddesi &, Erenler Sk. Uyum Apt D:29/3, 34738 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7a53c7ef17d:0x383e8936f078cad","/g/11dxq5cgm0","40.9751335","29.078913","Erenköy Erenköy İstasyon Caddesi &, Erenler Sk. Uyum Apt D:29/3","+902164112942","(0216) 411 29 42","ChIJffF-PKXHyhQRrYwHb5PogwM",,,,,,,,,,,,,,,,,,,,,,,,,"34738","28","İstanbul","Erenköy Erenköy İstasyon Caddesi &, Erenler Sk. Uyum Apt D:29/3","B & B Kuaför Güzellik Salonu","4.8",
"Gülçin Deniz Güzellik Salonu, Sahrayı Cedit, İnönü Cd. Gul Apt. No:3 D:8, 34744 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac7ba2d65ae79:0x7aab190f4b4034a0","/g/11g7ydg1p9","40.9803205","29.0781152","İnönü Cd. Gul Apt. No:3 D:8","+905383123115","0538 312 31 15","ChIJea5lLbrHyhQRoDRASw8Zq3o","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34744","7","İstanbul","İnönü Cd. Gul Apt. No:3 D:8","Gülçin Deniz Güzellik Salonu","4.4",
"PEKİN GÜZELLİK SALONU, Örnek, Yunus Emre Cd No:92, 34704 Ataşehir/İstanbul, Türkiye","Ataşehir","TR",,"0x14cac7d9a1ed81c5:0xc8302bc065da0682","/g/11gfbtwr82","41.0005754","29.0784663","Yunus Emre Cd No:92","+905304012096","0530 401 20 96","ChIJxYHtodnHyhQRggbaZcArMMg","7pm","Saturday","9:30am","8pm","Friday","9:30am","8pm","Thursday","9:30am","8pm","Wednesday","9:30am","8pm","Tuesday","9:30am","8pm","Monday","9:30am",,"Sunday",,"7pm","Saturday","9:30am","34704","30","İstanbul","Yunus Emre Cd No:92","PEKİN GÜZELLİK SALONU","4.7",
"Dermatolog Dr. Pınar Koç, Caddebostan, Bağdat Cad. No:280, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac72048216d59:0x80b9b67a7c50f61c","/g/11n__fkj7b","40.9689202","29.0640384","Bağdat Cad. No:280","+905305748520","0530 574 85 20","ChIJWW0hSCDHyhQRHPZQfHq2uYA","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","9am","34728","170","İstanbul","Bağdat Cad. No:280","Dermatolog Dr. Pınar Koç","4.7",
"New Aura Güzellik Salonu, Feneryolu, Kızıltoprak İstasyon Cd. No:12A, 34724 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cab978af2bbe5f:0x13eeb9da79e57029","/g/11vlrp8359","40.9841853","29.044525","Kızıltoprak İstasyon Cd. No:12A","+905303202908","0530 320 29 08","ChIJX74rr3i5yhQRKXDledq57hM","8pm","Saturday","10am","8pm","Friday","10am","8pm","Thursday","10am","8pm","Wednesday","10am","8pm","Tuesday","10am","8pm","Monday","10am",,"Sunday",,"8pm","Saturday","10am","34724","4","İstanbul","Kızıltoprak İstasyon Cd. No:12A","New Aura Güzellik Salonu","5",
"Gaia Beauty Center, Caddebostan, Bağdat Cad. No:298, 34728 Kadıköy/İstanbul, Türkiye","Kadıköy","TR",,"0x14cac775adcb35a5:0xa10b4bb11a81083e","/g/11b72mv_p0","40.9677895","29.0659769","Bağdat Cad. No:298","+902163600888","(0216) 360 08 88","ChIJpTXLrXXHyhQRPgiBGrFLC6E","7pm","Saturday","9am","7pm","Friday","9am","7pm","Thursday","9am","7pm","Wednesday","9am","7pm","Tuesday","9am","7pm","Monday","9am",,"Sunday",,"7pm","Saturday","9am","34728","4","İstanbul","Bağdat Cad. No:298","Gaia Beauty Center","3.8",
"Betül Acar Güzellik Merkezi, Kat:2, Kozyatağı, Bayar Cd. No:107, 34742 Kadıköy, Türkiye","Kadıköy","TR",,"0x14cac64cd4ae3ced:0x6fa153a9d9ddc199","/g/1tcy_vzf","40.9707694","29.1004178","Kat:2, Bayar Cd. No:107","+902163733921","(0216) 373 39 21","ChIJ7Tyu1EzGyhQRmcHd2alToW8",,,,,,,,,,,,,,,,,,,,,,,,,"34742","10","İstanbul","Kat:2, Bayar Cd. No:107","Betül Acar Güzellik Merkezi","4.7",
